time_ms, raw_ax, raw_ay, raw_az, filt_ax, filt_ay, filt_az
20819, -0.57, -0.08, -1.20, -0.25, -0.03, -1.09
20857, -0.55, -0.08, -1.15, -0.31, -0.04, -1.10
20904, -0.53, -0.04, -1.10, -0.36, -0.04, -1.10
20951, -0.24, -0.01, -1.03, -0.33, -0.03, -1.09
20998, -0.03, -0.01, -1.09, -0.27, -0.03, -1.09
21045, 0.04, 0.08, -0.95, -0.21, -0.01, -1.06
21092, 0.27, 0.03, -0.89, -0.11, 0.00, -1.03
21139, 0.48, 0.09, -1.13, 0.01, 0.02, -1.05
21186, 0.62, 0.05, -1.21, 0.13, 0.02, -1.08
21233, 0.43, 0.02, -1.13, 0.19, 0.02, -1.09
21282, 0.25, 0.01, -1.02, 0.20, 0.02, -1.08
21334, 0.03, -0.03, -0.92, 0.17, 0.01, -1.04
21381, -0.21, 0.12, -0.97, 0.09, 0.03, -1.03
21428, -0.51, -0.10, -1.08, -0.03, 0.01, -1.04
21475, -0.55, -0.02, -1.10, -0.13, 0.00, -1.05
21522, -0.46, -0.00, -1.18, -0.20, 0.00, -1.08
21569, -0.36, -0.01, -1.07, -0.23, -0.00, -1.08
21616, -0.23, 0.01, -1.09, -0.23, 0.00, -1.08
21663, -0.06, 0.02, -1.01, -0.20, 0.00, -1.06
21710, 0.06, 0.05, -0.99, -0.14, 0.01, -1.05
21757, 0.08, 0.04, -1.12, -0.10, 0.02, -1.06
21804, -0.00, 0.06, -1.03, -0.08, 0.03, -1.06
21856, -0.10, 0.01, -1.09, -0.08, 0.03, -1.06
21903, -0.10, 0.01, -1.03, -0.09, 0.02, -1.06
21950, -0.08, -0.08, -1.04, -0.08, 0.00, -1.05
21997, -0.12, -0.36, -1.15, -0.09, -0.07, -1.07
22044, -0.14, -0.45, -1.15, -0.10, -0.15, -1.09
22091, -0.06, -0.27, -0.92, -0.09, -0.17, -1.05
22138, -0.22, -0.24, -0.96, -0.12, -0.19, -1.04
22185, -0.08, -0.02, -0.93, -0.11, -0.15, -1.01
22232, -0.08, 0.06, -1.07, -0.10, -0.11, -1.03
22279, -0.02, 0.33, -1.40, -0.09, -0.02, -1.10
22326, -0.03, 0.44, -1.31, -0.08, 0.07, -1.14
22378, -0.06, 0.40, -1.05, -0.07, 0.14, -1.12
22425, -0.01, 0.30, -1.12, -0.06, 0.17, -1.12
22472, -0.06, 0.03, -1.23, -0.06, 0.14, -1.14
22519, -0.05, -0.12, -1.12, -0.06, 0.09, -1.14
22568, 0.04, -0.38, -1.03, -0.04, -0.01, -1.12
22615, -0.00, -0.49, -1.11, -0.03, -0.10, -1.11
22662, 0.04, -0.64, -1.13, -0.02, -0.21, -1.12
22709, 0.00, -0.63, -1.13, -0.01, -0.29, -1.12
22756, -0.04, -0.49, -1.06, -0.02, -0.33, -1.11
22803, 0.04, -0.33, -1.08, -0.01, -0.33, -1.10
22850, -0.03, -0.05, -1.04, -0.01, -0.27, -1.09
22902, -0.08, 0.24, -1.02, -0.02, -0.17, -1.08
22949, -0.09, 0.24, -1.14, -0.04, -0.09, -1.09
22996, -0.05, 0.55, -1.31, -0.04, 0.04, -1.13
23043, -0.11, 0.58, -1.28, -0.05, 0.15, -1.16
23090, -0.12, 0.48, -1.05, -0.07, 0.21, -1.14
23137, -0.06, 0.32, -1.09, -0.06, 0.23, -1.13
23184, -0.06, 0.05, -1.21, -0.06, 0.20, -1.15
23231, 0.02, -0.20, -1.11, -0.05, 0.12, -1.14
23278, -0.02, -0.53, -1.19, -0.04, -0.01, -1.15
23325, 0.02, -0.48, -1.05, -0.03, -0.11, -1.13
23377, -0.03, -0.51, -1.12, -0.03, -0.19, -1.13
23424, -0.03, -0.45, -1.07, -0.03, -0.24, -1.12
23471, 0.03, -0.37, -1.20, -0.02, -0.27, -1.13
23518, 0.02, -0.11, -1.12, -0.01, -0.23, -1.13
23565, -0.10, 0.24, -0.95, -0.03, -0.14, -1.10
23612, -0.23, 0.29, -1.04, -0.07, -0.05, -1.09
23659, -0.10, 0.59, -1.24, -0.08, 0.08, -1.12
23706, -0.07, 0.55, -1.22, -0.07, 0.17, -1.14
23753, -0.08, 0.48, -1.06, -0.08, 0.23, -1.12
23800, -0.07, 0.32, -1.09, -0.07, 0.25, -1.12
23847, -0.02, 0.10, -1.18, -0.06, 0.22, -1.13
23901, 0.00, -0.19, -1.07, -0.05, 0.14, -1.12
23948, -0.04, -0.25, -1.03, -0.05, 0.06, -1.10
23995, -0.00, -0.36, -1.11, -0.04, -0.02, -1.10
24042, 0.00, -0.47, -1.11, -0.03, -0.11, -1.10
24089, 0.00, -0.50, -1.10, -0.02, -0.19, -1.10
24136, 0.07, -0.35, -1.13, -0.01, -0.22, -1.11
24183, 0.01, -0.10, -1.10, -0.00, -0.20, -1.11
24230, -0.03, 0.13, -1.06, -0.01, -0.13, -1.10
24277, -0.21, 0.29, -0.99, -0.05, -0.05, -1.08
24324, -0.14, 0.49, -1.09, -0.07, 0.06, -1.08
24371, -0.18, 0.57, -1.25, -0.09, 0.16, -1.11
24423, -0.04, 0.49, -1.14, -0.08, 0.23, -1.12
24470, -0.07, 0.30, -1.08, -0.08, 0.24, -1.11
24517, 0.04, 0.12, -1.09, -0.05, 0.22, -1.11
24564, 0.06, -0.14, -1.08, -0.03, 0.15, -1.10
24611, -0.01, -0.34, -1.03, -0.03, 0.05, -1.09
24658, 0.07, -0.43, -1.08, -0.01, -0.05, -1.09
24705, 0.00, -0.57, -1.18, -0.01, -0.15, -1.10
24752, 0.02, -0.52, -1.12, -0.00, -0.23, -1.11
24799, 0.07, -0.40, -1.12, 0.01, -0.26, -1.11
24846, 0.08, -0.20, -1.06, 0.03, -0.25, -1.10
24893, -0.02, 0.21, -1.00, 0.02, -0.16, -1.08
24945, -0.18, 0.30, -0.81, -0.02, -0.07, -1.03
24992, -0.14, 0.54, -1.20, -0.04, 0.06, -1.06
25039, -0.15, 0.63, -1.30, -0.07, 0.17, -1.11
25086, -0.18, 0.59, -1.15, -0.09, 0.25, -1.12
25133, -0.01, 0.39, -1.04, -0.07, 0.28, -1.10
25182, 0.14, -0.07, -1.03, -0.03, 0.21, -1.09
25229, 0.14, -0.56, -1.10, 0.00, 0.06, -1.09
25276, 0.19, -0.72, -1.34, 0.04, -0.10, -1.14
25323, 0.06, -0.39, -1.08, 0.04, -0.16, -1.13
25370, 0.06, -0.26, -1.10, 0.05, -0.18, -1.12
25422, 0.14, 0.05, -0.95, 0.07, -0.13, -1.09
25469, -0.10, 0.09, -0.93, 0.03, -0.09, -1.06
25516, -0.27, 0.22, -0.90, -0.03, -0.02, -1.03
25563, -0.27, 0.14, -1.07, -0.08, 0.01, -1.03
25610, -0.16, 0.05, -1.10, -0.09, 0.02, -1.05
25657, -0.06, -0.03, -1.17, -0.09, 0.01, -1.07
25704, -0.05, -0.07, -1.06, -0.08, -0.01, -1.07
25751, -0.10, -0.06, -1.03, -0.08, -0.02, -1.06
25798, -0.14, -0.06, -1.03, -0.10, -0.03, -1.06
25845, -0.14, -0.01, -1.02, -0.10, -0.02, -1.05
25892, -0.10, 0.02, -0.95, -0.10, -0.01, -1.03
25944, -0.03, -0.01, -1.05, -0.09, -0.01, -1.03
25991, -0.08, -0.14, -1.38, -0.09, -0.04, -1.10
26038, 0.38, -0.33, -0.77, 0.01, -0.10, -1.03
26085, 0.42, -0.60, -0.75, 0.09, -0.20, -0.98
26132, 0.24, -0.58, -1.70, 0.12, -0.28, -1.12
26179, 0.26, -0.33, -1.42, 0.15, -0.29, -1.18
26226, -0.01, -0.12, -0.00, 0.12, -0.25, -0.95
26273, -0.18, -0.07, -0.39, 0.06, -0.22, -0.84
26320, 0.62, -0.46, -1.16, 0.17, -0.27, -0.90
26367, 0.39, -0.64, -2.42, 0.22, -0.34, -1.20
26414, 0.18, -0.09, -0.64, 0.21, -0.29, -1.09
26468, -0.12, -0.18, -0.35, 0.14, -0.27, -0.94
26515, 0.17, -0.41, -1.02, 0.15, -0.30, -0.96
26562, 0.08, -0.44, -2.16, 0.13, -0.32, -1.20
26609, 0.09, -0.14, -0.93, 0.12, -0.29, -1.15
26656, -0.20, -0.08, -0.46, 0.06, -0.25, -1.01
26703, 0.20, -0.23, -0.92, 0.09, -0.24, -0.99
26750, 0.10, -0.36, -1.76, 0.09, -0.27, -1.14
26797, -0.09, -0.18, -1.16, 0.06, -0.25, -1.15
26844, -0.08, 0.15, -0.50, 0.03, -0.17, -1.02
26891, -0.04, -0.17, -0.57, 0.02, -0.17, -0.93
26938, 0.26, -0.32, -1.52, 0.07, -0.20, -1.05
26990, -0.01, -0.40, -1.70, 0.05, -0.24, -1.18
27037, -0.10, -0.04, -0.57, 0.02, -0.20, -1.06
27084, -0.08, -0.08, -0.40, 0.00, -0.18, -0.92
27131, 0.05, -0.34, -0.85, 0.01, -0.21, -0.91
27178, -0.29, -0.47, -1.57, -0.05, -0.26, -1.04
27225, 0.27, -0.18, -1.53, 0.01, -0.25, -1.14
27272, 0.15, 0.03, -0.64, 0.04, -0.19, -1.04
27319, -0.05, -0.28, -0.34, 0.02, -0.21, -0.90
27366, -0.10, -0.33, -1.33, -0.00, -0.23, -0.99
27413, 0.11, -0.43, -1.90, 0.02, -0.27, -1.17
27465, 0.32, 0.06, -0.72, 0.08, -0.21, -1.08
27512, -0.24, -0.18, -0.28, 0.02, -0.20, -0.92
27559, 0.00, -0.10, -0.90, 0.01, -0.18, -0.92
27606, 0.04, -0.54, -1.77, 0.02, -0.25, -1.09
27653, 0.11, -0.41, -1.22, 0.04, -0.28, -1.11
27700, -0.00, -0.16, -0.49, 0.03, -0.26, -0.99
27747, 0.01, -0.26, -0.66, 0.03, -0.26, -0.92
27796, -0.02, -0.42, -1.65, 0.02, -0.29, -1.07
27843, 0.11, -0.30, -1.32, 0.04, -0.29, -1.12
27890, 0.07, -0.15, -0.55, 0.04, -0.26, -1.01
27937, -0.13, -0.09, -0.49, 0.01, -0.23, -0.90
27989, 0.01, -0.22, -1.42, 0.01, -0.23, -1.01
28036, 0.21, -0.39, -1.72, 0.05, -0.26, -1.15
28083, 0.13, -0.11, -0.90, 0.07, -0.23, -1.10
28130, -0.15, -0.04, -0.45, 0.02, -0.19, -0.97
28177, -0.01, -0.16, -0.87, 0.02, -0.18, -0.95
28224, 0.08, -0.37, -1.67, 0.03, -0.22, -1.09
28271, 0.08, -0.29, -1.03, 0.04, -0.24, -1.08
28318, -0.08, -0.14, -0.57, 0.02, -0.22, -0.98
28365, -0.00, -0.10, -0.81, 0.01, -0.19, -0.94
28412, 0.11, -0.14, -1.67, 0.03, -0.18, -1.09
28459, 0.04, -0.26, -1.17, 0.03, -0.20, -1.11
28511, -0.10, -0.14, -0.58, 0.01, -0.19, -1.00
28558, -0.07, 0.04, -0.62, -0.01, -0.14, -0.92
28605, 0.01, 0.06, -0.68, -0.00, -0.10, -0.88
28652, 0.01, 0.01, -1.06, -0.00, -0.08, -0.91
28699, 0.14, -0.07, -1.36, 0.03, -0.08, -1.00
28746, 0.74, -0.36, -3.87, 0.17, -0.13, -1.57
28793, 0.04, -0.08, -1.12, 0.15, -0.12, -1.48
28840, -0.10, 0.08, -1.08, 0.10, -0.08, -1.40
28887, -0.08, 0.12, -1.07, 0.06, -0.04, -1.34
28934, -0.03, 0.07, -1.00, 0.04, -0.02, -1.27
28981, -0.07, 0.05, -0.98, 0.02, -0.00, -1.21
29033, -0.45, -0.04, -0.11, -0.07, -0.01, -0.99
29082, -0.27, 0.33, -0.83, -0.11, 0.06, -0.96
29129, -0.00, 0.05, -1.10, -0.09, 0.06, -0.99
29176, 0.02, 0.00, -1.05, -0.07, 0.04, -1.00
29223, 0.07, 0.03, -1.12, -0.04, 0.04, -1.02
29270, 0.04, 0.01, -1.12, -0.02, 0.03, -1.04
29317, -0.05, 0.01, -0.99, -0.03, 0.03, -1.03
29364, 0.03, -0.03, -1.06, -0.02, 0.02, -1.04
29411, 0.04, -0.01, -1.07, -0.01, 0.01, -1.04
29458, 0.03, -0.01, -1.05, -0.00, 0.01, -1.05
29505, 0.03, -0.00, -1.06, 0.01, 0.01, -1.05
29557, 0.03, -0.01, -1.06, 0.01, 0.00, -1.05
29604, 0.02, -0.01, -1.06, 0.01, -0.00, -1.05
29651, 0.03, -0.01, -1.06, 0.02, -0.00, -1.05
29698, 0.03, -0.01, -1.05, 0.02, -0.00, -1.05
29745, 0.03, -0.01, -1.06, 0.02, -0.00, -1.06
29792, 0.03, -0.01, -1.07, 0.02, -0.01, -1.06
29839, 0.03, -0.01, -1.07, 0.02, -0.01, -1.06
29886, 0.03, -0.01, -1.06, 0.02, -0.01, -1.06
29933, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
29980, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
30027, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
30079, 0.03, -0.01, -1.05, 0.03, -0.01, -1.06
30126, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
30173, 0.03, -0.00, -1.06, 0.03, -0.01, -1.06
30220, 0.03, -0.01, -1.05, 0.03, -0.01, -1.06
30267, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
30314, 0.03, -0.01, -1.07, 0.03, -0.01, -1.06
30361, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
30410, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
30457, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
30504, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
30551, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
30603, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
30650, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
30697, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
30744, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
30791, 0.03, -0.01, -1.05, 0.03, -0.01, -1.06
30838, 0.03, -0.01, -1.05, 0.03, -0.01, -1.06
30885, 0.02, -0.01, -1.06, 0.03, -0.01, -1.06
30932, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
30979, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
31026, 0.03, -0.01, -1.07, 0.03, -0.01, -1.06
31073, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
31125, 0.03, -0.01, -1.05, 0.03, -0.01, -1.06
31172, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
31219, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
31266, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
31313, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
31360, 0.03, -0.01, -1.05, 0.03, -0.01, -1.06
31407, 0.02, -0.01, -1.06, 0.03, -0.01, -1.06
31454, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
31501, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
31548, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
31600, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
31647, 0.03, -0.01, -1.05, 0.03, -0.01, -1.06
31696, 0.02, -0.01, -1.07, 0.03, -0.01, -1.06
31743, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
31790, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
31837, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
31884, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
31931, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
31978, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
32025, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
32072, 0.02, -0.01, -1.06, 0.03, -0.01, -1.06
32124, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
32171, 0.03, -0.00, -1.06, 0.03, -0.01, -1.06
32218, 0.03, -0.00, -1.06, 0.03, -0.01, -1.06
32265, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
32312, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
32359, 0.02, -0.01, -1.06, 0.03, -0.01, -1.06
32406, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
32453, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
32500, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
32547, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
32594, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
32646, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
32693, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
32740, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
32787, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
32834, 0.03, -0.00, -1.07, 0.03, -0.01, -1.06
32881, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
32928, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
32977, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
33024, 0.02, -0.01, -1.06, 0.03, -0.01, -1.06
33071, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
33118, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
33170, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
33217, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
33264, 0.03, -0.00, -1.06, 0.03, -0.01, -1.06
33311, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
33358, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
33405, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
33452, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
33499, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
33546, 0.02, -0.01, -1.06, 0.03, -0.01, -1.06
33593, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
33640, 0.03, -0.01, -1.05, 0.03, -0.01, -1.06
33692, 0.03, -0.01, -1.07, 0.03, -0.01, -1.06
33739, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
33786, 0.03, -0.01, -1.07, 0.03, -0.01, -1.06
33833, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
33880, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
33927, 0.03, -0.01, -1.05, 0.03, -0.01, -1.06
33974, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
34021, 0.02, -0.01, -1.06, 0.03, -0.01, -1.06
34068, 0.02, -0.01, -1.05, 0.03, -0.01, -1.06
34115, 0.02, -0.01, -1.06, 0.03, -0.01, -1.06
34162, 0.03, -0.00, -1.06, 0.03, -0.01, -1.06
34241, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
34301, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
34357, 0.03, -0.00, -1.06, 0.03, -0.01, -1.06
34413, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
34469, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
34525, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
34581, 0.03, -0.01, -1.07, 0.03, -0.01, -1.06
34637, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
34693, 0.03, -0.00, -1.07, 0.03, -0.01, -1.06
34749, 0.03, -0.00, -1.06, 0.03, -0.01, -1.06
34805, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
34866, 0.04, -0.01, -1.09, 0.03, -0.01, -1.07
34922, 0.03, -0.01, -1.05, 0.03, -0.01, -1.06
34978, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
35034, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
35090, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
35146, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
35202, 0.02, 0.00, -1.06, 0.03, -0.01, -1.06
35258, 0.03, -0.00, -1.06, 0.03, -0.01, -1.06
35314, 0.03, -0.02, -1.06, 0.03, -0.01, -1.06
35370, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
35426, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
35487, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
35543, 0.03, -0.00, -1.06, 0.03, -0.01, -1.06
35599, 0.03, -0.00, -1.06, 0.03, -0.01, -1.06
35655, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
35711, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
35767, 0.03, -0.01, -1.07, 0.03, -0.01, -1.06
35825, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
35881, 0.02, -0.01, -1.05, 0.03, -0.01, -1.06
35937, 0.04, -0.01, -1.09, 0.03, -0.01, -1.07
35993, 0.03, -0.01, -1.06, 0.03, -0.01, -1.07
36049, 0.04, -0.01, -1.07, 0.03, -0.01, -1.07
36110, 0.02, -0.01, -1.05, 0.03, -0.01, -1.06
36166, 0.03, -0.01, -1.07, 0.03, -0.01, -1.06
36222, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
36278, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
36334, 0.03, -0.01, -1.07, 0.03, -0.01, -1.06
36390, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
36446, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
36502, 0.03, -0.01, -1.05, 0.03, -0.01, -1.06
36558, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
36614, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
36670, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
36731, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
36787, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
36843, 0.02, -0.01, -1.06, 0.03, -0.01, -1.06
36899, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
36955, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
37011, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
37067, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
37123, 0.03, -0.00, -1.05, 0.03, -0.01, -1.06
37179, 0.03, -0.00, -1.06, 0.03, -0.01, -1.06
37235, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
37296, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
37354, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
37414, 0.03, -0.01, -1.05, 0.03, -0.01, -1.06
37470, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
37526, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
37582, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
37638, 0.03, -0.01, -1.07, 0.03, -0.01, -1.06
37694, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
37750, 0.03, -0.00, -1.06, 0.03, -0.01, -1.06
37806, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
37862, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
37923, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
37979, 0.02, -0.01, -1.07, 0.03, -0.01, -1.06
38035, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
38091, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
38147, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
38203, 0.03, -0.01, -1.07, 0.03, -0.01, -1.06
38259, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
38315, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
38371, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
38427, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
38483, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
38544, 0.02, -0.01, -1.06, 0.03, -0.01, -1.06
38600, 0.02, -0.01, -1.06, 0.03, -0.01, -1.06
38656, 0.03, -0.00, -1.06, 0.03, -0.01, -1.06
38712, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
38768, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
38824, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
38880, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
38938, 0.03, -0.01, -1.05, 0.03, -0.01, -1.06
38994, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
39050, 0.02, -0.01, -1.06, 0.03, -0.01, -1.06
39106, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
39167, 0.03, -0.01, -1.07, 0.03, -0.01, -1.06
39223, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
39279, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
39335, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
39391, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
39447, 0.03, -0.00, -1.06, 0.03, -0.01, -1.06
39503, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
39559, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
39615, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
39671, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
39727, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
39788, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
39844, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
39900, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
39956, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
40012, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
40068, 0.02, -0.01, -1.06, 0.03, -0.01, -1.06
40124, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
40180, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
40236, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
40292, 0.03, -0.01, -1.07, 0.03, -0.01, -1.06
40348, 0.03, -0.01, -1.05, 0.03, -0.01, -1.06
40409, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
40465, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
40523, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
40579, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
40635, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
40691, 0.02, -0.01, -1.06, 0.03, -0.01, -1.06
40747, 0.03, -0.01, -1.05, 0.03, -0.01, -1.06
40803, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
40859, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
40915, 0.02, -0.01, -1.07, 0.03, -0.01, -1.06
40971, 0.03, -0.00, -1.06, 0.03, -0.01, -1.06
41032, 0.03, -0.00, -1.06, 0.03, -0.01, -1.06
41088, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
41144, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
41200, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
41256, 0.03, -0.01, -1.07, 0.03, -0.01, -1.06
41312, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
41368, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
41424, 0.03, -0.00, -1.06, 0.03, -0.01, -1.06
41480, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
41536, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
41592, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
41653, 0.02, -0.01, -1.06, 0.03, -0.01, -1.06
41709, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
41765, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
41821, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
41877, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
41933, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
41989, 0.03, -0.01, -1.07, 0.03, -0.01, -1.06
42047, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
42103, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
42159, 0.03, -0.00, -1.06, 0.03, -0.01, -1.06
